-3.142857	-3.142857	-3.142857
-3.142857	-3.142857	3.142857
-3.142857	-3.142857	0.000000
-3.142857	3.142857	-3.142857
-3.142857	3.142857	3.142857
-3.142857	3.142857	0.000000
-3.142857	0.000000	-3.142857
-3.142857	0.000000	3.142857
-3.142857	0.000000	0.000000
3.142857	-3.142857	-3.142857
3.142857	-3.142857	3.142857
3.142857	-3.142857	0.000000
3.142857	3.142857	-3.142857
3.142857	3.142857	3.142857
3.142857	3.142857	0.000000
3.142857	0.000000	-3.142857
3.142857	0.000000	3.142857
3.142857	0.000000	0.000000
0.000000	-3.142857	-3.142857
0.000000	-3.142857	3.142857
0.000000	-3.142857	0.000000
0.000000	3.142857	-3.142857
0.000000	3.142857	3.142857
0.000000	3.142857	0.000000
0.000000	0.000000	-3.142857
0.000000	0.000000	3.142857
0.000000	0.000000	0.000000
