-0.5	0.5	-0.5	-0.5	-0.5	-0.5	121.4999239
-0.5	0.5	-0.5	-0.5	-0.5	0.5	121.4999239
-0.5	0.5	-0.5	-0.5	0.5	-0.5	121.4999239
-0.5	0.5	-0.5	-0.5	0.5	0.5	121.4999239
-0.5	0.5	-0.5	0.5	-0.5	-0.5	121.4999239
-0.5	0.5	-0.5	0.5	-0.5	0.5	121.4999239
-0.5	0.5	-0.5	0.5	0.5	-0.5	121.4999239
-0.5	0.5	-0.5	0.5	0.5	0.5	121.4999239
-0.5	0.5	0.5	-0.5	-0.5	-0.5	121.4999239
-0.5	0.5	0.5	-0.5	-0.5	0.5	121.4999239
-0.5	0.5	0.5	-0.5	0.5	-0.5	121.4999239
-0.5	0.5	0.5	-0.5	0.5	0.5	121.4999239
-0.5	0.5	0.5	0.5	-0.5	-0.5	121.4999239
-0.5	0.5	0.5	0.5	-0.5	0.5	121.4999239
-0.5	0.5	0.5	0.5	0.5	-0.5	121.4999239
-0.5	0.5	0.5	0.5	0.5	0.5	121.4999239
-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	121.4999239
-0.5	-0.5	-0.5	-0.5	-0.5	0.5	121.4999239
-0.5	-0.5	-0.5	-0.5	0.5	-0.5	121.4999239
-0.5	-0.5	-0.5	-0.5	0.5	0.5	121.4999239
-0.5	-0.5	-0.5	0.5	-0.5	-0.5	121.4999239
-0.5	-0.5	-0.5	0.5	-0.5	0.5	121.4999239
-0.5	-0.5	-0.5	0.5	0.5	-0.5	121.4999239
-0.5	-0.5	-0.5	0.5	0.5	0.5	121.4999239
-0.5	-0.5	0.5	-0.5	-0.5	-0.5	121.4999239
-0.5	-0.5	0.5	-0.5	-0.5	0.5	121.4999239
-0.5	-0.5	0.5	-0.5	0.5	-0.5	121.4999239
-0.5	-0.5	0.5	-0.5	0.5	0.5	121.4999239
-0.5	-0.5	0.5	0.5	-0.5	-0.5	121.4999239
-0.5	-0.5	0.5	0.5	-0.5	0.5	121.4999239
-0.5	-0.5	0.5	0.5	0.5	-0.5	121.4999239
-0.5	-0.5	0.5	0.5	0.5	0.5	121.4999239
0.5	0.5	-0.5	-0.5	-0.5	-0.5	121.4999239
0.5	0.5	-0.5	-0.5	-0.5	0.5	121.4999239
0.5	0.5	-0.5	-0.5	0.5	-0.5	121.4999239
0.5	0.5	-0.5	-0.5	0.5	0.5	121.4999239
0.5	0.5	-0.5	0.5	-0.5	-0.5	121.4999239
0.5	0.5	-0.5	0.5	-0.5	0.5	121.4999239
0.5	0.5	-0.5	0.5	0.5	-0.5	121.4999239
0.5	0.5	-0.5	0.5	0.5	0.5	121.4999239
0.5	0.5	0.5	-0.5	-0.5	-0.5	121.4999239
0.5	0.5	0.5	-0.5	-0.5	0.5	121.4999239
0.5	0.5	0.5	-0.5	0.5	-0.5	121.4999239
0.5	0.5	0.5	-0.5	0.5	0.5	121.4999239
0.5	0.5	0.5	0.5	-0.5	-0.5	121.4999239
0.5	0.5	0.5	0.5	-0.5	0.5	121.4999239
0.5	0.5	0.5	0.5	0.5	-0.5	121.4999239
0.5	0.5	0.5	0.5	0.5	0.5	121.4999239
0.5	-0.5	-0.5	-0.5	-0.5	-0.5	121.4999239
0.5	-0.5	-0.5	-0.5	-0.5	0.5	121.4999239
0.5	-0.5	-0.5	-0.5	0.5	-0.5	121.4999239
0.5	-0.5	-0.5	-0.5	0.5	0.5	121.4999239
0.5	-0.5	-0.5	0.5	-0.5	-0.5	121.4999239
0.5	-0.5	-0.5	0.5	-0.5	0.5	121.4999239
0.5	-0.5	-0.5	0.5	0.5	-0.5	121.4999239
0.5	-0.5	-0.5	0.5	0.5	0.5	121.4999239
0.5	-0.5	0.5	-0.5	-0.5	-0.5	121.4999239
0.5	-0.5	0.5	-0.5	-0.5	0.5	121.4999239
0.5	-0.5	0.5	-0.5	0.5	-0.5	121.4999239
0.5	-0.5	0.5	-0.5	0.5	0.5	121.4999239
0.5	-0.5	0.5	0.5	-0.5	-0.5	121.4999239
0.5	-0.5	0.5	0.5	-0.5	0.5	121.4999239
0.5	-0.5	0.5	0.5	0.5	-0.5	121.4999239
0.5	-0.5	0.5	0.5	0.5	0.5	121.4999239
