-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	-1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	-1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285	1.5714285	-1.5714285
