-1.5714285	-1.5714285	-1.5714285	-1.5714285	3.999998401
-1.5714285	-1.5714285	-1.5714285	1.5714285	3.999998401
-1.5714285	-1.5714285	1.5714285	-1.5714285	3.999998401
-1.5714285	-1.5714285	1.5714285	1.5714285	3.999998401
-1.5714285	1.5714285	-1.5714285	-1.5714285	3.999998401
-1.5714285	1.5714285	-1.5714285	1.5714285	3.999998401
-1.5714285	1.5714285	1.5714285	-1.5714285	3.999998401
-1.5714285	1.5714285	1.5714285	1.5714285	3.999998401
1.5714285	-1.5714285	-1.5714285	-1.5714285	3.999998401
1.5714285	-1.5714285	-1.5714285	1.5714285	3.999998401
1.5714285	-1.5714285	1.5714285	-1.5714285	3.999998401
1.5714285	-1.5714285	1.5714285	1.5714285	3.999998401
1.5714285	1.5714285	-1.5714285	-1.5714285	3.999998401
1.5714285	1.5714285	-1.5714285	1.5714285	3.999998401
1.5714285	1.5714285	1.5714285	-1.5714285	3.999998401
1.5714285	1.5714285	1.5714285	1.5714285	3.999998401
