-1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	4.999998002
-1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	4.999998002
-1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	4.999998002
-1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	4.999998002
-1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	4.999998002
-1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285	4.999998002
-1.5714285	-1.5714285	1.5714285	1.5714285	-1.5714285	4.999998002
-1.5714285	-1.5714285	1.5714285	1.5714285	1.5714285	4.999998002
-1.5714285	1.5714285	-1.5714285	-1.5714285	-1.5714285	4.999998002
-1.5714285	1.5714285	-1.5714285	-1.5714285	1.5714285	4.999998002
-1.5714285	1.5714285	-1.5714285	1.5714285	-1.5714285	4.999998002
-1.5714285	1.5714285	-1.5714285	1.5714285	1.5714285	4.999998002
-1.5714285	1.5714285	1.5714285	-1.5714285	-1.5714285	4.999998002
-1.5714285	1.5714285	1.5714285	-1.5714285	1.5714285	4.999998002
-1.5714285	1.5714285	1.5714285	1.5714285	-1.5714285	4.999998002
-1.5714285	1.5714285	1.5714285	1.5714285	1.5714285	4.999998002
1.5714285	-1.5714285	-1.5714285	-1.5714285	-1.5714285	4.999998002
1.5714285	-1.5714285	-1.5714285	-1.5714285	1.5714285	4.999998002
1.5714285	-1.5714285	-1.5714285	1.5714285	-1.5714285	4.999998002
1.5714285	-1.5714285	-1.5714285	1.5714285	1.5714285	4.999998002
1.5714285	-1.5714285	1.5714285	-1.5714285	-1.5714285	4.999998002
1.5714285	-1.5714285	1.5714285	-1.5714285	1.5714285	4.999998002
1.5714285	-1.5714285	1.5714285	1.5714285	-1.5714285	4.999998002
1.5714285	-1.5714285	1.5714285	1.5714285	1.5714285	4.999998002
1.5714285	1.5714285	-1.5714285	-1.5714285	-1.5714285	4.999998002
1.5714285	1.5714285	-1.5714285	-1.5714285	1.5714285	4.999998002
1.5714285	1.5714285	-1.5714285	1.5714285	-1.5714285	4.999998002
1.5714285	1.5714285	-1.5714285	1.5714285	1.5714285	4.999998002
1.5714285	1.5714285	1.5714285	-1.5714285	-1.5714285	4.999998002
1.5714285	1.5714285	1.5714285	-1.5714285	1.5714285	4.999998002
1.5714285	1.5714285	1.5714285	1.5714285	-1.5714285	4.999998002
1.5714285	1.5714285	1.5714285	1.5714285	1.5714285	4.999998002
